LAST_SALE_PRICE,SQFT,LOT_SIZE,BEDS,BATHS
530000,1500,5461,4,2
499000,1800,4000,3,1.75
750000,2721,4080,4,3.5
895000,2671,5150,4,2.5
505100,1340,,4,2
505100,1340,,4,2
600000,1850,5760,3,1.75
600000,1850,5760,3,1.75
535000,1720,5360,3,2
535000,1720,5360,3,2
475000,1430,4000,4,1.5
450000,1942,5040,3,1.75
528000,1460,,3,1
430000,1010,8100,3,
890000,3362,6786,3,2.5
275000,2140,4191,2,1
290000,820,8003,1,1
505000,2030,6000,4,2.25
915000,2748,6350,4,2.5
386500,730,4650,2,1
570000,2140,5040,4,1.75
620000,1480,6800,3,2.5
620000,1480,6800,3,2.5
650000,1865,4508,3,1.75
650000,1865,4508,3,1.75
890000,3740,7560,5,3.75
684500,2140,7239,4,1.75
684500,2140,7239,4,1.75
260000,720,,2,1
525000,1738,5438,3,2.75
525000,1738,5438,3,2.75
533700,1400,7678,2,1
570000,2000,7620,3,1.75
525000,1930,6350,3,1.75
403000,720,6690,2,1
485000,1630,5000,3,2
435000,1660,3067,3,1.75
435000,1660,3067,3,1.75
429500,920,5040,3,3
540000,1850,6080,3,2.75
545000,1520,10120,4,2.25
510000,2142,6700,4,1.75
356000,910,4685,3,1
356000,910,4685,3,1
875000,3860,4000,5,4.5
875000,3860,4000,5,4.5
,1540,7620,2,1
,1540,7620,2,1
555000,1740,5042,3,1.75
555000,1740,5042,3,1.75
400000,1390,,3,2
398500,1110,6350,2,1
735000,2360,4600,4,2
735000,2360,4600,4,2
599950,2100,6350,4,3
389500,1560,3311,3,1.75
389500,1560,3311,3,1.75
520000,1720,4000,3,1.75
265000,3058,4600,4,4
265000,3058,4600,4,4
550500,1760,4000,3,2
550500,1760,4000,3,2
531000,1640,6477,4,2
531000,1640,6477,4,2
573000,2110,5374,4,2.25
894000,3400,6331,4,3.5
410000,1010,5000,3,1
364075,790,,2,1
360000,730,5005,2,1
360000,730,5005,2,1
445700,930,4000,2,1
525000,2020,5040,4,2
450000,2230,5000,4,1
450000,2230,5000,4,1
450000,880,4800,2,1
486000,1480,2727,3,2.5
395000,770,,2,1
395000,770,,2,1
350500,1030,6700,3,1.75
340000,960,,2,1
602000,2330,7344,4,1.75
446500,1880,7187,3,1
321375,1830,9975,4,2.75
445000,1240,,3,1
788000,3000,5360,4,2.75
465000,2380,,5,2
380000,1710,5250,3,1
375000,860,7960,2,1
465000,1660,7540,4,1.75
581000,2550,7560,3,2.75
294000,820,5763,2,1
300000,1070,,3,1
614000,3016,8100,4,2.75
350000,1910,12075,4,1.75
473000,1700,,3,1
375000,1890,6750,3,1.5
496000,1533,7200,4,1.75
300000,1060,8160,3,1
416500,1450,2625,3,2
380000,1800,5040,4,1.75
468868,2430,6342,3,1.75
400000,1230,,3,1
145000,1560,4680,0,
425000,1490,8160,3,2
400000,1620,7560,3,1.75
335000,1390,8050,3,1.75
480000,2120,5100,4,2
299000,1160,5712,1,1
386000,790,4635,2,1
174800,720,9120,2,1
498000,2630,7350,4,3
412000,2180,7200,4,2.75
349100,1320,7129,3,1.5
440000,2180,8000,5,2
396000,1140,5250,3,1
410000,1430,7436,3,1.5
349500,950,7986,2,1
435500,2100,5250,3,1.75
425000,2000,5100,3,1
,4180,6841,8,6.75
369500,920,5100,3,1
190000,630,4080,2,1
290000,1080,,3,1
445000,1770,9254,4,2.5
300800,1180,,2,1
296950,1040,7853,3,1
331000,760,5500,2,1
475000,1950,2643,4,2.5
,,5250,3,1
416500,1860,7650,2,1.5
240000,500,,1,1
506650,1900,6098,3,2.5
362632,1510,11400,3,1.75
360000,1438,9000,3,1.5
410000,1580,9941,4,1.75
428000,1270,8100,2,1
425000,1260,2640,3,2
400000,1300,7247,3,0.75
327000,860,,2,1
400000,955,5355,2,1
359950,860,5811,2,1
290000,1630,7658,3,1.5
499101,2320,7968,3,1.5
401000,1440,4725,3,1.5
440000,1890,2625,4,2.5
405000,1960,7200,5,2.5
460000,1650,6829,3,2.25
475000,1860,7800,4,2
529950,1400,7000,3,1.75
500000,1500,8517,2,1.75
420000,1960,7248,4,1.75
457000,1750,11658,3,1.75
360000,1150,8820,3,1
331800,1300,5250,3,1.75
450000,1630,7182,4,1.5
400000,920,5250,2,1
450000,1900,5250,3,1.75
435000,720,9000,2,1
428000,1880,11530,3,2.5
575000,2570,7823,4,2.25
404000,1660,8820,4,1.75
820000,3030,29233,4,2.25
275999,1380,6516,3,2.5
479995,1480,5594,3,2
600000,1590,,3,1
454000,2800,12444,5,2
548000,2850,8000,3,3
492000,1590,11204,3,1.5
,1550,7628,3,1
705000,2580,9318,3,2.25
200000,1550,,4,3
480000,2330,6005,3,1.75
489950,2440,6938,4,1.75
560000,2600,13020,3,2.5
400000,1270,6370,3,1.75
225000,2000,,4,1
481000,2050,14400,4,2
545000,,8100,8,4.5
485000,2000,9046,4,2
1175000,4620,23100,6,5
600000,2820,9390,4,2.5
267500,670,6000,1,1
575000,2220,8851,4,1.75
745000,3080,11570,5,3.25
410000,880,7848,2,1
556500,1430,7950,3,2
379950,1350,7948,3,1
462000,1540,6524,3,1.75
605000,2570,7260,4,2.75
935000,2440,16343,2,2.5
599000,2410,11761,4,2.25
950000,4140,26222,5,5
599950,3320,13194,5,2.75
649999,2660,6706,4,2.75
233000,580,7700,2,1
715000,4430,9554,5,3.25
315000,1880,5500,3,2
605000,1620,9000,3,2
525250,2700,7200,4,1.75
402000,2200,7999,4,2
613000,2190,7236,3,2.25
562500,1860,,3,2.25
420000,830,6500,2,1
469000,1200,6397,4,1
475000,1170,6790,2,1.75
556000,1713,5000,2,1
549150,2400,7590,4,2.75
391000,1440,4980,2,1
458000,1400,5182,3,1.75
494000,2010,8212,4,1.75
379950,1790,5060,3,1.75
552500,1780,5060,4,1.75
446000,1420,3375,3,2
655000,1120,5740,0,
1186000,2809,7800,4,3.25
630000,1700,4800,3,1.75
427500,1628,12600,2,1.75
475000,1340,7919,3,1
379000,1450,3333,2,1
415000,2538,6557,3,1.75
884950,2370,5196,3,2.5
430000,1780,3760,3,0.75
605000,2230,5633,3,1.75
370000,1420,3507,2,1
330000,840,,2,1
405500,1170,3375,2,1
640000,2420,4500,2,2.25
622000,2260,6110,3,1.75
575000,1630,5090,2,2.25
561000,1890,10250,4,2.75
565000,1730,5300,4,1.75
537500,1900,7600,4,2
479950,1680,4500,4,1.75
525000,1810,4500,4,2.5
555000,2240,4980,3,1.5
502500,1327,1517,3,2.5
630000,2867,5208,3,1.75
561000,2030,7334,3,1.75
532000,1010,8588,2,1
450000,1270,14367,2,1
650000,1850,,3,1
575000,2330,5043,5,3.75
330000,2150,4820,2,1
657500,2150,6150,3,2.5
400500,1390,6941,3,1.75
590000,1900,7200,3,2.5
655000,2830,8520,3,4
461500,1980,7200,4,3
398000,910,6393,2,1
554000,1740,7200,4,1.75
545000,1560,9617,3,1.5
398000,1350,7200,4,1
375000,1450,,3,1
380000,1170,6074,3,1
334000,1150,7248,0,
450000,1340,7311,3,1
431400,1800,5220,3,1.75
455000,1557,7250,3,2
471500,1620,6900,3,1.75
400000,950,8692,2,1
416000,890,9045,2,1
480000,3080,8400,3,1.75
425000,1160,6911,3,2
528000,1560,7311,3,1.75
426000,920,7200,3,1
442500,1250,7200,3,1.75
375200,800,7000,2,1
380000,1110,6000,3,1
559000,2275,7311,4,1.75
337000,910,7018,2,1
505000,1960,7205,4,2.5
415000,1318,7800,3,1.5
515000,1720,6600,2,1.75
107007,1690,,3,1
515000,1834,6120,3,1.5
399000,1390,7200,3,1
,1980,8280,3,1.5
375000,860,8280,2,1
580000,2300,9840,4,2.5
415000,1260,5000,3,2
425000,1310,8520,4,1
412000,1620,6000,4,1.75
,1490,8160,4,1.75
430000,1350,8580,3,1.75
430000,2600,7700,4,2.25
660000,2340,6183,3,2.25
225000,1280,5413,2,1.75
496000,2760,8378,3,1.75
550000,2380,6380,5,2
445000,1130,5413,3,1
480150,2500,31094,5,2
382000,1130,6380,3,1
565000,2240,4930,4,2
888000,2590,12760,4,2.75
330500,1000,5390,2,1
525000,1270,10313,3,1
445000,1130,5942,2,1.75
1161700,3300,12523,3,2.5
476950,2230,6710,3,1.75
520000,2050,7206,4,2.5
531000,1660,11250,3,1.75
407000,1430,8160,2,1
460000,1030,5080,2,1
735000,2447,6380,4,2.5
745000,2360,8480,3,3
465000,2320,5413,3,1
615000,2750,7540,5,2.5
510000,1464,9570,3,1.5
415000,1660,7200,3,3
400000,2350,6750,4,2
84000,1790,,5,1.75
985000,3196,5035,4,3.5
362700,870,,2,1
425000,1860,6930,3,1
523800,1840,5347,3,1.75
606000,1880,10845,3,2
250000,650,,2,1.5
432000,2200,6380,2,1
710000,2711,10192,4,2.5
413500,1220,6380,1,1
722000,1720,8550,3,2
589950,2812,7192,4,1.75
800000,2700,6120,4,1.5
575000,1600,4064,3,1.75
850000,2000,3167,3,2
,1960,3168,3,1.75
845000,2680,7200,4,2.75
527000,1640,6380,3,1.75
600000,2110,5376,4,2
408000,1084,7250,4,1
575000,1620,6496,3,1.75
480000,1800,6496,2,1.75
490000,1180,6496,2,1
625000,2320,10200,3,1.75
636000,2460,7247,3,1.75
565000,1710,7249,4,2.75
622100,2220,8700,3,1.75
796000,2500,9350,5,3.5
515000,1830,5411,3,1.75
725000,2200,7200,4,2
427500,1450,,3,2.75
665000,2600,10200,4,1.75
507107,2160,10282,4,1.5
870000,2905,6235,4,2.5
475000,1540,6545,4,1.5
522000,2700,8625,3,1.75
400000,2684,4320,4,2.75
598500,1990,3737,5,2
970000,2710,4375,5,3
680000,2320,6120,4,1
830000,2580,4080,5,2
600000,1660,3150,3,1.75
600000,3000,8320,3,2.25
730000,2890,4794,4,2.5
625000,2410,3600,4,2
532000,1880,4880,2,2
280000,960,2730,2,1
428000,1620,,3,2
275000,2850,4500,4,2.75
520000,1660,4080,3,1.75
,1830,5764,4,1.75
712000,1800,5525,4,2.25
725000,1857,6380,4,1.75
330000,1350,,2,2
585000,1670,5500,4,1.5
620000,1700,6380,3,1.75
900000,2870,5111,5,3.5
370000,1570,5110,3,1
549000,2040,6989,3,1.75
1365000,3232,8120,4,2.75
750000,2030,5745,4,2.25
707150,2310,6380,3,1
480000,1600,6880,2,1
782500,2200,6380,4,2.25
525000,1560,4930,3,1
565007,1930,6380,3,1
285000,1390,5101,2,1
525000,1940,6966,3,1.5
359000,1400,5728,2,1
615000,1300,6380,3,1.75
602000,1550,8700,4,1.75
399000,1090,,3,1.5
790000,2480,8702,4,2.5
515000,2280,7564,4,1.5
382500,1620,8287,2,1
460000,2400,6687,4,1.75
450000,1900,7830,3,1.75
445000,2380,6380,4,1.5
540000,1790,6380,3,1.5
605000,2540,4253,4,2
550000,1630,6052,4,2
350000,1250,,2,1
646500,1480,9000,3,1.75
990000,2648,6440,4,2.5
636000,1790,6462,3,1.75
235000,680,5159,0,
550000,1530,8996,3,1.75
656000,1920,6600,3,2
498888,1800,,3,1
425000,1310,9924,2,1.75
262476,680,4121,2,1
426000,2780,6550,4,3.5
395000,1200,6452,2,1.5
393000,890,7928,2,1
555000,2310,10001,4,2
360000,1200,10274,3,1.75
475000,1952,3810,3,2.5
490000,1620,7620,3,1.75
386000,1010,5291,3,1
390000,1600,5001,3,1
312500,1180,,2,1
615000,1480,6072,3,1.5
395000,1120,10466,2,1
430000,1280,6350,3,2
305000,890,8149,2,1
445000,3020,12250,4,2.75
399995,1560,7420,4,1.75
513000,1780,6350,3,1.75
445000,1750,7228,4,2.25
574950,2260,7248,4,2.5
600000,1740,10960,4,2.25
295000,720,,1,1
455000,1050,7054,2,1
440000,1840,9600,5,2.5
717000,2960,6350,4,3.5
325000,810,5658,2,1
479700,1130,9450,3,1
446650,2600,6760,5,2
315000,1720,6251,3,1.75
338500,810,8104,2,1
510500,1710,8146,3,2
550000,2252,6000,4,1.75
574900,2130,10716,4,2
477250,1550,7807,2,1.75
455000,1340,5610,3,1.5
349000,1040,8441,3,1
779500,2410,9600,4,2.75
327000,700,4586,2,1
417000,1100,5617,2,1
387500,1280,8149,3,1
624900,2240,10446,4,2.5
445500,1470,6600,3,2
360000,1040,7314,2,1
426400,1560,5223,3,1.75
390000,1530,6000,3,1
79950,2520,10710,5,4.75
265000,850,,2,1
625000,2490,8640,4,2.5
495000,3200,8129,5,1.75
360000,1640,8702,4,1.75
682000,2000,7872,4,2.5
351000,870,10446,2,1
424000,1620,7740,3,1.75
555000,1270,7200,3,2.25
520000,1750,6053,3,1.75
547000,1580,6891,3,1.75
875000,3913,10320,5,3.25
189000,790,,2,1
534000,2180,7200,5,2
450000,1370,8430,2,1.5
355000,1700,6600,3,1.5
725000,2735,8308,4,2.5
545000,2330,13754,4,2.5
450000,1320,15926,3,1.75
356000,1340,5640,3,1.75
475000,2420,4843,3,1.75
445000,1150,7200,3,1
399950,1130,7800,3,1
486000,2050,7274,4,2.25
567000,1480,7218,3,1.75
195500,990,6600,2,1
443500,1500,7000,3,1.75
478000,3040,8116,4,2
678000,2790,7314,4,2
575000,2140,10080,4,2.5
343000,770,8223,2,1
520000,1270,10320,3,1.75
415000,1290,8126,2,1
502500,2670,8743,4,2
290000,1360,6800,3,1
875000,2735,5546,4,3.25
340000,640,7455,2,1
550000,1560,12219,3,1.75
386000,1340,6300,3,1
675000,2220,7605,4,2.25
825500,2700,7350,4,2.5
581000,1840,3075,4,2
560000,2080,8213,4,1.75
482500,860,7864,2,1
525500,1290,8244,4,1
539500,2420,6208,3,1.5
910000,3200,7350,5,2.5
643750,1750,7500,4,2
950000,3210,8298,3,3.75
670000,2050,,3,1
475000,2150,10394,3,1.75
720000,2210,9450,3,1.75
,2400,8340,3,2.25
484000,2380,7546,3,1
485000,1150,8280,3,1
370000,940,7200,3,1
755000,1890,6600,3,2
563000,1690,6840,3,1
555000,1040,8286,3,1.5
687000,2620,7800,4,2
725000,3130,7938,4,1.75
632500,2070,4613,3,2.75
585000,1870,7205,4,2.5
750000,2460,21486,4,2
612000,1900,7210,4,2
759000,2379,7889,4,2.5
800000,2310,7500,4,2.5
710000,2340,7200,3,2.5
675000,2440,6300,4,2
567000,1990,6852,4,1.75
299000,2620,9132,4,2.5
620000,3420,7800,4,2.5
611000,2800,9133,4,2
677000,3030,7324,4,2.5
521000,1640,7250,3,2
520000,1300,7800,3,1
818800,2550,10115,4,2.5
638000,1890,7200,5,1.75
520000,1840,7383,3,1
535000,2210,3600,3,3
595000,2840,8303,3,2
840000,2960,7482,4,2.5
626000,2460,13527,3,2.75
530000,2210,3600,3,3
545000,2450,,4,2
800000,2790,34191,5,2.75
445000,2140,6963,5,2.75
625000,1460,7500,3,1.75
365000,2020,7200,5,1.75
316450,1150,10609,4,1
400000,1540,7200,3,1.5
535000,1770,8769,3,1.75
690000,2720,8130,4,3
350000,1820,6354,4,2.5
510000,1680,7320,3,2.25
325000,935,7020,2,1
475000,1830,6417,4,2.25
429000,1900,5775,3,1.75
875000,3088,11618,4,2.75
350000,1250,9334,3,1
356000,860,5001,2,1
449000,1780,6240,3,2.25
432500,1130,6240,3,1.75
500000,1970,8410,4,3
460000,2400,8419,3,2.75
435000,950,6951,3,1
610000,2750,8170,4,1.75
360000,860,,2,1
375000,980,6600,3,1
475000,1980,7096,3,1.75
402000,1620,6187,2,1
546000,2560,,4,2
550000,2830,9221,5,3
499000,2100,7638,4,2.75
745000,2565,7200,4,2.5
399000,1040,7287,3,1
225000,1690,,3,1.5
417000,1520,7774,3,2
490900,1890,7200,3,2.5
340000,770,6939,2,1
431000,1670,10318,3,1.75
789900,4105,,4,4
420000,1080,7200,3,1
480000,2520,9000,5,2.5
460000,1510,10301,4,1.5
407000,1210,8779,3,1
475000,1680,7220,2,1.75
187000,800,,2,1
429880,1760,9304,3,2.25
125000,1270,5621,3,1.75
426000,890,6000,3,1
399600,1029,6809,2,0.75
515000,1332,8514,3,1.75
419500,1380,9028,3,1.75
445000,1590,7387,3,2
502500,1610,8000,4,2.75
460000,2065,7759,4,2.5
377000,1230,8531,4,1
525000,1760,7202,3,2.25
407500,1360,8070,3,2
399950,890,5000,2,1
530000,2200,7200,3,2.75
381500,1430,6000,2,1
500000,1770,8200,3,1.5
523000,2140,8350,4,2.75
286000,1040,5455,3,1.75
446000,1420,7330,4,1.75
410000,4406,14166,6,4.5
558000,2220,18102,3,1.75
340000,1760,7548,3,2.5
341000,1060,7290,3,1
459000,2010,7206,4,1.75
352000,1060,5878,2,1
593000,2360,7370,4,3
649000,2830,8691,5,3.75
365000,950,,3,1
432300,1400,6300,3,1.75
341000,2600,10666,4,3
408000,1310,6612,3,1
435000,2160,8440,4,2
325000,1080,3999,3,1
200100,980,,2,1
365000,760,6796,2,1
424000,1740,6009,2,1.5
430000,1730,6812,3,2.5
350000,700,5700,2,1
412200,1240,12058,3,1.75
379950,1780,7199,3,2
,2400,8408,4,2.75
270000,970,7020,3,1
256000,950,,3,1
525000,5000,94089,6,3.75
605000,2328,6475,4,2
525000,1740,6383,3,2.5
426000,1430,9654,3,1.75
314000,960,9197,2,1
490000,2260,7119,4,1.75
210000,1120,,3,1
328000,1360,,4,1
487000,2820,7795,3,1.75
485000,2438,8040,3,1.75
456000,1010,7500,2,1
975000,2426,7495,4,2.5
390000,1190,8040,3,1
700000,2000,24926,2,1
432000,1750,7875,3,2.25
412000,1730,,5,2
466000,1918,17280,4,2
462700,1030,8282,1,1
383000,1560,7600,2,1
370000,1500,7760,3,2
449950,1260,15000,3,1
399900,1410,8100,3,1
470000,1630,8100,3,1.5
399950,1980,7800,3,1.5
353000,1760,11680,2,1
468000,1320,,4,1
510000,1910,8040,3,1.75
758000,3040,8040,5,2.5
577000,3270,13828,6,2.5
496000,1910,7500,4,2.25
540000,1229,7795,3,1.75
763000,2130,7980,4,3
575000,2120,7920,4,2.5
550000,2460,8040,4,1.75
357000,850,7500,2,0.75
595000,2752,10500,5,2.75
585000,2570,8100,4,3
352500,1090,8100,2,1
349000,2500,,3,2
486500,1860,11004,3,1.75
418000,1430,5076,3,1.75
550000,2700,13345,5,2.5
500000,2740,3750,5,5
1770000,4000,6750,5,3.5
1400000,3740,6840,5,1.75
675000,1840,3800,3,1
1600000,4050,14539,4,3
750000,1740,5985,4,1.5
850000,2020,4080,3,2
777500,2380,5700,4,1
750000,2420,5000,3,2
1284567,2676,5301,4,2.5
239050,2289,3176,2,1.75
475000,1090,4000,2,1.75
668000,1620,3250,3,2
810000,1720,3000,3,1.75
800000,2300,4560,3,1.75
599900,2290,4000,3,1
618000,1020,,3,1
936000,3210,4560,5,2
841000,2030,3700,3,2.5
903000,2490,5700,2,1.75
575000,1920,3200,2,1
520000,1690,3690,4,1.5
600000,1850,3000,4,2.5
649000,2180,3000,4,1.75
750000,1750,,3,1
990000,2340,5700,3,2.25
810000,1370,4560,3,2
610000,1730,2500,3,1
580000,1600,,3,1
780000,1820,4000,3,1.75
950000,3400,3750,3,2.5
1092000,2170,7500,3,1.5
575000,2310,3468,3,1.75
875000,2290,6151,3,2
1725000,2400,,4,1
1150000,3480,5700,4,3
770000,2800,3570,4,1.5
666000,1270,5100,3,1
808000,2630,5050,6,4
118000,1450,2570,3,1
118000,1450,2570,3,1
625000,1970,3500,3,1
842000,2240,3303,3,1.75
703500,2480,5000,5,2
911000,2760,4000,5,2.5
706750,2150,3135,3,1
975000,2370,4080,3,1.75
892000,2100,4182,3,1.5
592000,1670,2500,2,1
520000,1530,4080,2,1
1150500,4546,5204,4,3
419000,1430,,2,1
640000,2470,3200,3,1.75
425000,1090,4540,2,1
439950,1580,3100,3,1.75
405000,710,3400,1,1
753000,1890,4240,2,1
560000,900,2640,2,1
781000,2133,3570,3,2
600000,1670,,3,2
1025000,2380,4291,4,2.25
950000,2870,4560,5,2.75
530000,1860,,5,1
400000,1600,,3,1
1075000,3050,5130,4,2
900000,2880,5187,4,2.5
660000,2240,4080,2,1
729500,2750,3188,4,2.75
852000,2810,2894,4,2.75
681000,2600,4080,4,2.5
900000,2100,4137,4,2
1190000,4200,5700,6,3.5
700000,1460,2720,3,2
925000,3200,4560,4,1.75
850000,1690,,3,3
650000,1480,,3,1
716500,2150,3600,4,1.5
710000,2310,3550,3,2.25
774125,2010,4000,3,1.5
600000,1640,2400,2,1
478000,1400,,3,1
885000,2170,,4,1
525000,1460,2280,2,1.75
670000,1300,,1,1
625000,1510,2280,2,1.75
575000,2030,2280,2,1
575000,1480,2680,2,1
1092000,2860,2772,2,2.5
506000,1360,,2,1
,2430,4000,3,2
476000,1510,2550,2,1
497000,1650,,2,1
600000,1390,,3,1
617500,1490,3420,2,1
752500,2280,3200,3,2.75
800000,1836,5700,4,2
867000,1980,5500,4,1.75
1000000,2620,4380,3,2.5
735000,1660,3420,3,1.75
540000,1480,4000,3,1
,3030,3850,4,3.25
550000,2600,5000,4,1
520000,1134,5300,3,1
800000,2640,,3,2
275000,820,,2,1
781000,2140,5600,4,1.75
778000,2210,2805,4,2.5
477200,810,3193,2,0.75
695000,1602,3600,3,2
775000,2860,3402,3,1.75
859500,2260,3191,3,2
820000,1650,4800,3,2.5
881000,2660,4800,3,1.5
900000,2130,3905,3,2.5
442000,460,3232,1,1
650000,1740,2159,3,2.5
536000,2540,4800,2,1
570000,1700,4000,3,2
1460000,3228,4200,4,2.5
755000,1238,4800,2,1
765000,2180,3420,3,2.25
678000,2210,1237,3,2.5
1032000,2370,3068,3,2.5
686000,870,4560,2,1
415000,610,,1,1
602000,2050,4300,3,1.5
575000,2170,3515,3,1.75
595000,1630,4000,2,2
3200000,4020,13175,5,3.75
706600,2240,6750,4,1.75
690000,1600,,4,2
710000,1860,,3,1
636635,2320,6200,4,1.75
991000,2050,6600,4,2
500000,1250,6655,3,1
732000,1350,6373,3,1.75
910000,3000,5136,5,2.5
1409887,3022,5000,4,2.5
1375000,2980,10800,5,2.75
1312500,3330,,4,3.25
778000,2080,6050,3,1.75
730000,2380,6050,4,1.75
1625000,3920,11480,3,2
1210000,2772,13500,4,2.5
2450000,5570,12000,6,3.5
850000,2200,9450,4,1.75
610000,1300,6800,2,1
310000,3847,14000,4,3.25
825000,3010,5610,4,2.5
1285000,3240,16200,3,1.75
853500,1920,4601,4,2.75
2045000,4710,14000,5,3.25
2250000,3890,10522,4,2.5
841000,3390,9265,3,2.5
1100000,3340,12570,5,2.75
1000000,4070,9095,3,2.75
1648000,3509,5000,4,3.25
925000,2100,7123,3,2.75
705000,2240,6195,3,1.5
4325000,3780,80791,3,2.75
1195000,3700,15714,4,2.5
669000,2300,6300,4,1.75
836000,2830,8040,4,2
1950000,4630,52085,5,3.25
1700000,3106,13139,3,2.25
879000,2420,9600,4,2.5
575000,920,4600,2,1
827000,1660,6300,3,1.5
1075000,3412,7500,4,3
1900000,3160,6000,4,3
1225000,2960,7500,4,1.75
1255000,3272,4900,3,3.25
3500000,5380,15894,5,3.75
865000,1910,4000,4,1.5
1445000,3710,6000,4,3.5
1690000,3320,8826,4,3
831000,1910,5683,3,2
1945000,4200,5437,4,3.25
3475000,11809,34665,7,6.75
1187500,3280,5047,5,2.25
1060888,3360,5000,4,2.75
1690000,3980,4945,4,3.25
897250,1540,4800,2,0.75
2600000,6342,19020,5,4.25
825000,2170,4800,3,1.75
1340000,3270,5000,4,3
3000000,6980,21786,5,3.25
1900000,3200,,4,3.25
1360000,3450,6000,4,2
1210000,3260,4800,5,2
661540,910,5200,2,1
3172000,4660,8500,5,4
850000,2470,5000,3,2
1130000,3710,6720,5,3
1650000,,5000,6,4.25
1350000,2670,5200,4,3.5
3150000,9762,52082,6,5.25
865000,3430,6200,5,3.25
1450000,3710,4080,4,3.25
3925000,4980,39813,6,6
890000,1971,5280,3,1.75
1268000,2940,4600,4,2.75
2500000,4438,5204,4,3
1250000,2720,,4,1
1395000,2617,5500,3,2.25
980000,2050,4800,3,1.75
517500,2070,,4,1
2000000,3760,5880,5,3.5
1675000,5660,8003,5,4
1025000,2420,6177,4,1.75
1345000,3484,4500,5,3.25
4250000,5700,,5,4
1367500,3160,4000,4,3.75
1735000,3570,4408,5,3
776000,2690,4800,5,2
1067000,2410,5250,4,2.75
2500000,4130,,4,3
970000,2680,4000,4,2.25
3350000,5350,21008,4,4
781000,2200,5400,3,2
2045000,3810,5757,4,3.25
839000,2440,5000,3,1.5
840000,3650,15699,4,3.75
1721292,1820,,4,1.5
3185000,4010,18590,4,4.25
1200000,2960,7000,3,1.5
1925000,3776,3942,4,3.5
1595000,3050,4000,5,3.25
4440000,4330,46288,5,3.25
1305000,2760,6000,5,3.25
1040000,3100,5000,4,2.75
1249000,3430,5200,6,2
1700000,3440,8286,4,3
1099000,3420,5000,4,2.5
,2978,30976,4,3.5
840000,2180,13072,3,1.75
550000,1700,13777,4,2
1850000,3240,,3,2
595000,1810,4920,3,1
757000,1380,7300,3,2.75
1475000,3820,4700,5,3.25
1780000,4237,9605,5,3.75
575000,1490,3688,2,1
1699000,3370,9309,4,3.75
1805000,5480,29205,5,3.5
1120000,2600,9616,4,2.5
685000,1800,5500,3,2.25
287500,7130,13640,5,5
1305000,3110,5850,4,3.25
956000,2280,5440,3,2.5
945000,2260,6250,3,2.5
475000,2010,3223,4,2.5
787500,2980,6000,3,3.25
525000,840,,2,1
579900,1530,1950,3,1.75
600000,1900,,3,1
795000,2590,3360,4,3.25
620000,1780,4000,3,2
455000,1820,1820,5,2
490000,1610,,3,2
840000,2990,7680,4,2.5
1490000,3134,4046,4,3.25
710000,2127,1997,3,3.75
860000,2450,6800,3,2
1395000,5280,7680,3,3.5
630000,1460,4000,3,1
716000,1950,3640,3,2
419000,950,2680,2,1
850000,2530,5775,4,2.5
515000,1830,5750,3,1.5
651000,3090,6000,5,1.5
875000,3370,4000,4,3
705000,1880,4375,3,1.75
879000,2890,4500,4,2.25
540000,1400,2088,3,2
865000,2580,4000,4,3
463000,1740,3250,4,2.5
735000,1930,3914,3,3
550000,2050,3998,3,1.5
1100000,3160,5000,5,3.5
625000,1740,5000,3,1
1150000,2899,5346,3,3.5
645000,1720,,2,2
525000,1020,6600,3,1
840000,3270,7200,4,2.5
650000,1920,6000,2,1
883300,2500,5160,4,2.25
479500,2580,3697,3,2
653500,1240,5760,2,2
680000,1550,6720,4,1
320000,1740,6000,3,1.75
619000,1560,6000,3,2
940000,3370,5966,3,2
950000,2710,3800,4,3.5
1360000,3800,6424,5,3.5
825000,2000,4000,4,2.5
1320000,3140,7040,4,2.5
841400,2420,5016,4,2.25
500000,1440,5250,3,1.75
559000,1600,6615,3,2
213000,1020,4000,2,1
769000,2300,4475,4,2.5
685000,1880,6000,4,1.75
890000,2620,5160,5,2.25
475000,1090,4000,2,1
501644,1210,,3,1
560000,2380,6000,3,2.25
625000,2000,7000,3,1.75
940000,3240,8820,5,3.25
529000,2000,6000,4,1.75
575000,,4034,2,1.5
645000,1790,3400,3,1.75
461800,1340,6000,2,1
747900,1100,,3,1
840000,1920,4318,4,2
650000,2500,5000,3,2.25
1183800,2927,4100,5,3.5
610000,1820,4000,3,1.75
1205000,3430,4000,4,3.25
600000,820,,2,1
600000,2710,2491,3,1
685000,1680,1761,3,2.5
598000,2190,6000,4,2
742000,2140,6250,2,1
705000,2890,5600,3,1.75
1495000,3906,5170,4,2.5
1190000,2224,4000,3,2.25
1190000,3427,3783,4,3.25
1185000,400,,1,1
1255000,3350,7680,4,2.75
710000,2180,4000,3,1.5
1515000,3290,5000,4,3.25
480000,1420,,4,1
535000,840,5500,2,1
895800,1880,5500,4,3
749000,2370,5250,3,3
574000,2180,4000,4,2
327500,2690,4220,3,3.25
750000,1886,1500,3,3.25
626011,1820,5504,2,1
580000,1780,5000,3,2.5
750000,2780,4000,3,1.75
1625000,3850,3584,3,3.75
1565000,4524,7680,6,3.75
1000000,3070,5675,3,2.5
1795000,4670,8297,6,4.5
