LAST_SALE_PRICE,SQFT,LOT_SIZE,BEDS,BATHS
219000,1820,5100,3,2.75
789000,2000,3978,3,2.25
789000,2000,3978,3,2.25
581000,1700,4249,3,2
980000,2660,4080,4,3.5
950000,2606,5100,5,2.75
950000,2606,5100,5,2.75
760000,2530,5360,4,1.75
500000,1585,3880,3,2
520000,2340,4500,4,1.75
520000,2340,4500,4,1.75
575000,1140,,4,1
836000,3870,11070,3,2.5
836000,3870,11070,3,2.5
720000,2140,5000,4,1.75
700000,1730,5940,3,1.75
700000,1730,5940,3,1.75
485000,2160,4000,2,1
475000,740,5222,2,1
1420000,3778,5100,4,3
1420000,3778,5100,4,3
500000,1390,2550,3,2
,2430,4650,4,2.75
,2430,4650,4,2.75
715000,1603,5000,3,1
715000,1603,5000,3,1
822000,2590,5100,4,2
625000,2050,5000,4,1
665000,1700,4080,4,2
665000,1700,4080,4,2
569000,2180,7455,3,1.75
631268,2010,5000,3,1.75
631268,2010,5000,3,1.75
450000,1830,5814,4,1.5
450000,1830,5814,4,1.5
589000,1890,3880,4,2
599000,2040,4240,2,1
669100,1780,6790,3,1.75
669100,1780,6790,3,1.75
825000,2850,4365,4,1
825000,2850,4365,4,1
465000,1500,4080,2,1
709000,1580,4000,3,1
709000,1580,4000,3,1
641000,2138,4700,4,1.75
575000,2040,4251,4,1.75
575000,2040,4251,4,1.75
863000,1790,5100,4,2.75
863000,1790,5100,4,2.75
700000,2120,4500,3,1.5
700000,2120,4500,3,1.5
545000,2066,4750,2,1
830000,1870,3825,3,2.5
630000,2250,4320,4,1.75
451000,1570,5100,2,1
720000,1960,3840,3,1.75
720000,1960,3840,3,1.75
1150000,2756,4587,3,2.5
598117,1560,3696,3,2
659000,2590,4224,4,2
600000,2060,3825,3,2
525000,1560,3670,2,1
525000,1560,3670,2,1
560000,2500,5000,4,1.5
682000,2240,7200,4,1.75
592000,1780,3570,3,1
575000,2320,4424,5,1.75
801000,2350,2772,4,2.5
801000,2350,2772,4,2.5
482450,1560,2375,3,2
650000,1810,,5,1
650000,1810,,5,1
600000,2100,4000,3,1.75
740000,2740,3838,4,2.5
700111,2810,6300,4,1
730000,2600,4005,4,2.5
730000,2600,4005,4,2.5
675000,1910,,5,1
408000,870,,2,1
408000,870,,2,1
745000,2240,6000,4,1.75
745000,2240,6000,4,1.75
633500,1754,3880,2,1
633500,1754,3880,2,1
655000,2130,3840,3,1
655000,2130,3840,3,1
565000,2300,5100,3,2
525000,2080,3750,2,1.75
655500,2140,3825,3,1.75
655500,2140,3825,3,1.75
903000,2570,6750,5,2.75
925000,2510,5000,3,2
445300,1430,2550,1,1
467000,1440,2550,2,1
434950,872,4252,2,1
648000,1280,3880,3,1.75
648000,1280,3880,3,1.75
448500,640,3840,2,1
448500,640,3840,2,1
473660,762,5000,1,1
735000,2604,8415,4,2.5
552000,1660,4000,2,1.75
1015000,1880,5700,4,1.75
1015000,1880,5700,4,1.75
800000,2660,10687,3,1.75
655000,2400,10724,3,2
655000,2400,10724,3,2
921000,2300,5250,3,2.5
921000,2300,5250,3,2.5
1100000,2420,,3,2
1100000,2420,,3,2
999000,2560,7989,4,2.5
1100000,2870,7000,4,2.75
887950,4330,5250,5,3.5
887950,4330,5250,5,3.5
770000,2530,5250,3,3
895000,2660,5100,4,2.5
752000,2928,6600,4,2
752000,2928,6600,4,2
1385000,3265,6262,4,3.25
1385000,3265,6262,4,3.25
920000,2140,,3,2
920000,2610,5100,3,2.5
1000000,3240,7650,5,3.25
1000000,3240,7650,5,3.25
661500,2040,5000,4,2
120000,1240,5000,2,1.75
120000,1240,5000,2,1.75
520000,1730,5000,3,1.75
520000,1730,5000,3,1.75
569000,1690,6630,3,1.75
569000,1690,6630,3,1.75
690000,1970,6000,3,2
1000000,3570,7500,4,3.25
1000000,3570,7500,4,3.25
875000,3050,7840,5,2.75
668000,1950,6240,3,1
668000,1950,6240,3,1
775000,1848,6000,3,1.75
775000,1848,6000,3,1.75
843000,3260,8000,5,2
843000,3260,8000,5,2
850000,2694,2550,3,3
850000,2694,2550,3,3
1385000,2660,5998,4,2.5
1611000,2870,9000,4,3.25
1611000,2870,9000,4,3.25
970000,3400,6000,4,2.25
265500,2580,20241,3,2.25
265500,2580,20241,3,2.25
795000,2590,6825,4,2.25
1420000,3900,10629,4,3.75
850000,2310,7323,3,2.75
850000,2310,7323,3,2.75
714000,1684,7274,3,1.75
578000,2460,9100,3,1.75
1050000,3120,12130,4,2.75
765000,2430,7380,4,2.5
765000,2430,7380,4,2.5
999950,3490,10228,4,2.75
775000,3020,6000,4,2.75
775000,3020,6000,4,2.75
800000,2640,7512,4,2.25
800000,2640,7512,4,2.25
1149900,3870,5200,4,3.25
455500,2560,7800,3,1.25
455500,2560,7800,3,1.25
1008000,3280,5940,4,2.75
1275000,3840,10400,4,2.25
889000,3140,5200,4,3
591500,1340,6231,3,1.75
690000,2790,6840,4,1.75
260000,3560,6000,3,2.5
260000,3560,6000,3,2.5
1085000,3920,6500,4,3.25
1277000,3800,5000,4,3.75
770000,1900,,3,1.75
739000,1610,5000,3,2.5
694000,2100,6322,2,1.75
1110000,2080,11250,3,1.75
1110000,2080,11250,3,1.75
799000,2450,12023,4,2.25
799000,2450,12023,4,2.25
725000,1640,5830,2,1
750000,3000,5400,4,3.5
750000,3000,5400,4,3.5
628500,2270,6782,3,2
628500,2270,6782,3,2
775000,3630,6942,3,1.75
775000,3630,6942,3,1.75
840000,2592,8197,3,2.25
908000,2140,6839,3,1.75
908000,2140,6839,3,1.75
739000,1100,,2,1
550000,1080,6770,2,1.75
585000,2040,5250,3,1.75
420000,1410,,2,1
998000,2390,5000,5,3
998000,2390,5000,5,3
1225000,3950,6664,7,4.5
895000,3960,7609,3,1.75
895000,3960,7609,3,1.75
826000,2851,5000,4,1.5
613500,660,5520,1,1
1600000,3370,4876,4,3.5
1600000,3370,4876,4,3.5
825000,3010,6660,3,1.5
1270000,3830,8850,4,3
950000,2180,4909,3,1.75
950000,2180,4909,3,1.75
682000,2800,5000,4,2.25
490000,2320,5000,2,1
490000,2320,5000,2,1
525000,1440,3695,3,1.25
673000,2650,3960,3,1.5
600000,2500,4301,4,1.5
1001500,3180,4010,4,3.5
1105000,2230,8500,3,2.5
852000,2970,4305,4,1.5
699950,2580,3500,5,2
1392000,3560,4479,4,3.5
908500,2220,5500,3,1.75
852000,2740,3750,5,2.75
1400000,3690,5339,4,4.25
606000,2000,3920,3,2
940000,3290,4000,4,2.75
500000,3400,3000,5,4.25
1320000,3440,3920,4,3.5
1305500,4007,6000,5,3.5
450000,1400,3340,3,1.75
685000,2500,,3,2
1150000,4690,6312,5,4.25
805000,2730,5000,4,2.25
1200000,2544,6825,5,2.5
800000,2430,3500,3,2.5
636000,1840,3250,3,2
707000,2465,4000,3,2
466000,940,4085,2,1
766000,2020,4400,2,1
920000,2000,4000,3,2.75
159950,3110,3000,3,3.5
510000,1600,2500,2,1
1000000,3040,8715,2,1.75
720000,,6500,2,0.75
675000,1920,4500,3,1.75
695000,2360,5000,3,1.75
867500,1930,5000,3,2
1310000,2567,5000,3,3
770000,1951,5000,2,2
1042000,3048,5130,4,3
642000,2520,2400,3,1.75
801000,2800,3900,5,1.75
1012016,2880,3400,4,2.75
625001,2040,2380,3,1.75
1010000,3022,3000,4,4.5
765000,2570,3600,5,2
540000,1640,3221,2,1.75
768000,2700,5000,3,2.75
742100,2182,5000,4,1.75
715000,1560,2500,3,1.5
1550000,2620,9935,3,2
550000,1730,3500,2,1
770000,2800,6000,5,2.75
435000,2400,4000,4,2.25
650000,2280,3000,4,1.75
754300,2800,4500,4,2.75
708000,2210,6000,5,2
950000,2870,5000,4,2.75
660000,1980,3750,4,2
1390000,3082,5292,3,3.25
496000,900,9260,2,1
821500,2670,5000,3,1.75
340000,1400,,3,1
475000,1740,7975,2,1
585000,2420,2807,3,1
530000,770,,2,1
210000,2540,7855,4,2.75
210000,2540,7855,4,2.75
600000,1040,,3,1
,2688,4500,4,2.25
484950,2070,4956,2,1
1035000,2460,4000,4,2.75
700000,2180,4500,3,1.75
790000,1820,,4,1.75
1089000,1850,,4,2
705000,2060,2555,3,2
645000,2590,4500,4,1
483000,1860,3780,4,1.5
550000,2160,4080,2,1
585000,1030,4794,2,1
560000,1700,3000,3,2.5
1320000,3260,6120,4,2.5
655000,2040,4300,3,1.75
704000,2570,3000,3,2
965000,2600,4000,3,2
545000,1230,3300,3,2
732350,2030,5490,3,2.5
625000,2520,2700,4,2
730000,1810,4635,3,2
405000,830,,2,1
481700,,4080,2,1
735000,2320,3000,4,2.5
500000,1930,3060,2,1.75
450000,800,1860,2,1
672000,1730,3774,3,2
912000,2511,4200,4,2.5
490000,1120,3000,2,1
1083000,2900,3000,4,3
181000,720,3824,1,1
426500,1610,3060,3,1.75
565700,780,3000,2,1
1350000,3152,4635,5,3.5
810000,2270,3016,4,2
791000,2287,4532,3,1.5
675000,2080,,3,1
509950,1640,3570,4,2
495000,1070,,2,1
625000,1640,2240,3,1.75
485000,2320,7440,4,1
968000,2949,3090,4,2.75
450000,780,,2,1
442000,1240,4590,2,1
530000,1280,3060,3,1.5
1150000,3330,4120,4,3.5
,1060,4700,3,1
512000,870,4590,3,2
650000,2210,4092,4,1.5
788000,1880,3069,3,2
555000,2097,3060,4,2.25
570888,1380,2780,2,1.75
736000,1870,3264,3,3
830000,1872,4080,3,2
612000,1520,3000,2,1.75
1020000,3380,4000,4,3
541000,1560,2170,3,1
432000,840,2550,2,1
670000,2000,3168,4,2
765000,2180,3300,4,2
180000,3000,5100,4,3.25
600000,1620,6120,3,1.75
324538,1400,3468,2,1
410000,1690,3774,3,1
660500,2040,6298,3,1.75
515000,1680,3357,2,1
685000,2070,3895,3,1.75
1139000,2845,3520,4,3.5
560000,1390,2250,3,1.75
872000,2040,3060,3,2.5
475000,1770,4590,2,1.75
660000,2030,5000,3,1.75
530000,1540,6000,4,3
250000,820,,3,1
580000,2160,3600,4,1.5
400000,826,4590,2,1
680000,1570,3360,3,2
710000,1740,4840,4,1.75
940000,2520,6077,4,3
764000,2515,5000,3,2
801000,2210,6000,4,2.75
1135000,3276,3000,4,3.5
501500,,4200,3,1
725000,2300,4590,5,2
536000,780,,2,1
,1820,3000,2,1
536000,1670,4000,3,1.5
552000,,3060,3,1.75
352500,1260,,2,1
,750,2808,2,1
707000,1610,5000,3,1
575000,1536,4120,3,1.75
926000,2170,3000,4,2.5
740000,2720,4500,4,3
868206,2420,4080,4,2
625000,1790,4080,4,1.75
530000,800,3950,2,1
562500,950,3950,2,1
555000,1720,4545,2,1.75
831000,2690,4080,4,2.75
942000,3110,3060,3,3.5
660000,2570,4080,5,2.75
451000,1100,,3,1
710500,2600,4125,3,1.75
777000,2048,4000,2,1.75
750000,2200,,3,1.5
760000,2060,4850,4,2
770000,2150,3531,3,1.5
550000,1980,5000,3,1
373500,800,,2,1
725000,2500,4774,3,1.5
1200000,3900,4400,5,3.5
455000,1200,5000,2,1
515000,1150,5000,2,1.5
425000,850,3924,3,1
1011516,2640,5000,4,2.25
525000,1950,,6,2.5
692000,2240,4500,2,2.25
595000,2100,3125,4,2.5
460000,880,3300,2,1
752500,2720,4680,5,2.75
870000,3419,5000,5,4
625000,1520,4656,3,1.75
550000,1730,3340,3,1.5
655000,2600,5500,5,3
555000,1680,2600,4,2
445000,1360,4000,3,1.75
827000,2070,4000,3,1.75
275000,820,,2,1
416000,1320,,3,1
611000,1840,5820,4,1.75
702500,1770,3920,2,1
550000,1850,3976,4,2
726000,2150,3880,3,2.5
560000,1896,3880,4,1.75
825000,2150,3000,2,1.75
860000,2720,3840,4,2.75
577600,1440,3880,2,1
813000,2960,4685,4,2.5
767500,2210,,2,1
858000,2300,6240,3,1.75
605000,1040,4300,3,1.75
1055000,2830,,3,3
750000,610,5000,1,1
563000,2150,3376,3,2
704200,2340,5400,3,2
600000,1500,4500,3,1.75
680000,2720,5000,3,1.75
700000,1788,1616,4,3
370000,1070,3000,2,1
530000,990,,3,1
500000,1130,,3,1
420000,1000,,3,1
724950,2850,3638,5,2.5
775000,2260,6198,3,1.75
400000,760,,1,1
755000,2250,4175,4,2
475999,1800,4175,4,1.75
725000,2290,2500,7,2.75
1410000,4090,5500,5,3.5
1205000,3040,5500,4,2.5
540000,1320,2750,2,1
1000700,2950,5000,5,3
545000,2120,3000,3,1.75
430000,900,3000,1,0.75
670000,1930,3400,3,1.75
460000,1190,2100,2,1.75
280000,640,,2,1.75
640000,1230,,2,1
535000,1620,4400,2,1
616000,942,5600,1,1
402500,806,2230,2,1
425000,1050,,2,1
526000,880,4265,2,1
623500,1500,3350,4,3
660000,1020,3243,3,1.75
637500,1940,4365,3,1
595000,2390,5000,3,1.75
594000,2170,5000,3,1
560000,1110,,3,1
425000,1210,,2,1
820000,1910,,4,1
660000,2180,5223,6,2
660000,2180,5223,6,2
900000,2540,4000,3,1.75
357950,810,3880,2,1
465000,1640,1540,3,2.25
710000,2530,5286,4,3.25
825000,2780,6600,4,1.75
665000,1940,5820,3,2
520000,1400,5000,3,1
770000,3350,5000,5,2.75
265000,1190,,3,1
134950,2240,4850,3,1.75
550000,1880,3500,2,1
525000,1410,3500,2,1
460000,580,,1,1
340000,1110,3000,3,1
585000,2180,5000,3,1.5
699950,1680,,3,1
477000,2120,4990,3,2
688000,2000,3120,3,1
600000,1310,,2,1.75
507116,830,4300,2,1
961500,3080,3760,4,1.75
680000,1680,4140,3,1.5
830000,1990,6600,2,1.75
580000,1600,,4,2
975000,2310,5270,3,2.5
1685000,3500,4658,4,3.25
650000,1110,3745,3,2
806000,2030,5100,3,2.25
862160,2930,6000,5,3.25
645500,1860,3000,5,1.75
555000,2330,3088,3,1
1650000,1310,,2,1
499000,1020,3060,1,1
834043,1480,5210,3,1.75
547000,1140,,3,1
371500,1420,3053,2,1
2375000,5390,10840,7,7.75
625000,1570,3200,3,2
430000,1380,,4,1
909000,2030,5406,3,1.75
725000,1890,3500,2,1.75
669300,2200,5720,5,2
782400,2860,3825,4,2
909000,2780,6120,3,1.5
1429990,3800,4590,5,3.5
900000,2410,5400,3,1.5
805000,2690,2760,4,2.75
632000,1940,3200,5,1.75
1675000,3074,6000,4,3.5
727000,1510,4080,3,1
550000,1900,3750,3,2
1226000,3370,6000,5,3.5
650000,1390,,2,1
759000,1850,3605,4,2
595000,2000,3000,2,1.5
728000,2377,5625,3,1
532000,1100,,3,1
520000,1180,3060,1,1
680000,1480,,3,2
725000,2108,2996,3,2.5
1230000,3070,3640,3,2.5
898715,2440,3000,3,2.5
866000,2627,4000,5,1.75
760000,2280,6420,3,1
677888,1610,3825,5,1
569500,1720,3120,2,1
700000,1780,4815,3,1.75
599950,1690,,4,1
434500,1170,5100,3,1
372000,870,2900,2,1
625000,2420,4080,3,1.75
900000,1945,2795,3,2
663000,2540,5200,4,2
655000,2640,5610,4,3
845000,2760,4590,4,2
870000,2760,5800,3,1
657985,1660,5000,3,1.75
1390000,3173,3400,4,3.5
750000,2100,3745,3,2.75
840000,2400,3000,4,2.5
1575000,3720,6120,5,3
887000,2130,4000,3,1.75
,1780,4599,4,2
690000,2250,3745,4,2.25
765000,2120,4804,3,1.75
1550000,3340,4804,4,3.5
687001,1940,3060,3,1.75
635000,1570,4284,3,1.75
649000,2190,3060,4,2
626000,1400,3060,3,2.5
,2640,5000,5,2.25
579950,1790,3500,3,1.75
650000,1290,3431,2,0.75
540000,1130,4080,2,1
750000,2180,4080,4,1.5
625000,1060,4815,2,1
800000,1820,4280,3,1.75
480000,1160,,2,1
1460000,3004,4200,5,3.5
718000,1210,4500,2,1
1470000,3720,4500,5,3.5
460000,1700,4080,3,1
487500,1820,3692,4,2
856000,1680,3210,3,2
735000,1760,3555,3,2
519500,1940,5625,5,2.25
750000,2530,3600,3,1.5
809000,2440,4800,4,1.75
733500,1380,2963,3,1.5
825000,2100,3825,4,1.5
450000,1020,,2,1
406000,1640,3400,1,0.5
570000,1090,,2,1
1031000,2740,6120,5,2.25
1465000,4064,4000,5,4
750000,2064,4500,3,1.75
795000,1570,4800,3,2.5
635000,2060,3570,4,1.75
1260000,2210,5618,3,1.75
569000,1830,3120,4,1.75
722873,2650,3250,4,1.75
750000,,9000,0,
427000,1720,6000,4,1.75
910000,2390,3000,3,2.5
730000,2470,3800,4,2
668000,2310,4590,5,2
424000,1720,5000,4,1
750000,1610,4992,2,1
700000,2080,4680,3,1
1650000,3870,7200,6,4.5
857000,2440,4601,4,1.5
415000,1950,5000,4,1
625000,1860,5535,2,1
985000,2460,4032,3,1.5
675000,1720,4200,4,2
836000,1750,3000,2,1.75
1011000,2470,6000,3,2
665000,2368,3900,3,1.75
725000,2760,2665,3,1.5
600000,1680,3000,3,2
669950,2190,,5,1.75
915000,2380,4800,3,3
600000,2060,5015,4,1.5
350000,2600,3880,5,3.5
638720,2305,5000,3,2.75
652000,1290,3000,3,1.75
425000,2078,2426,2,1
568000,1360,4040,3,1
855000,1880,8100,3,1.75
345000,880,3690,3,1
825000,3939,7724,4,2.5
660260,2020,3720,4,2.25
855000,3100,4245,4,2
650000,2070,,2,1
1710000,3970,5100,6,5.75
350000,1620,,2,1
605000,1320,3070,2,1
1342000,3074,4000,4,3
811000,2500,3610,3,1.75
881000,2750,5000,4,3.25
660000,1400,,3,1
805000,2370,3838,4,2.5
975000,3000,4080,5,1.75
605000,2464,4500,3,1
925000,2470,4320,5,3
1175000,2900,6588,3,2.5
1133000,2070,4320,3,1.75
620000,2340,2750,4,3.5
860000,2130,,6,1
1055000,2970,4320,3,2.25
895000,2350,3760,4,1.75
455000,1040,,2,1
525000,1030,2400,2,1
1015000,2990,3800,4,2
750000,3130,4320,5,1.5
,3110,6480,5,1.75
825000,2260,2106,3,2.25
755000,2580,10250,6,2.25
475000,1564,1207,3,2.25
115000,2340,,4,2
871000,2940,5200,4,1.75
1100000,3360,4212,5,2
880000,1720,3826,3,1.75
555000,2300,3600,3,2.5
1000000,3300,4320,7,2.25
900000,3190,4590,6,3.5
798000,2770,3060,4,2.5
724950,2400,3393,3,2.25
515000,910,6490,2,1
520000,1190,3800,2,1
535000,1310,4120,2,1.75
196000,1050,2700,2,1
451500,970,5100,2,1.75
858000,2400,4815,4,2.25
700000,2320,5610,3,1
662000,1650,5313,3,2
311100,1820,4080,2,1
700000,2670,6000,4,2.5
625000,1120,6180,2,1
590000,1110,6048,2,1
603000,1790,4500,2,2.5
850000,2710,6483,3,2.75
855000,2600,4444,4,2
625000,1840,2850,4,1.75
537555,1980,3536,2,1
660000,3090,5120,5,3
645000,1780,5504,2,1
645000,1850,5369,3,2.5
805000,2490,3800,4,2.25
603000,1260,6400,3,1.75
515000,1760,8700,3,1.75
622000,2116,3450,3,0.75
959600,2900,4080,5,2
400000,980,,1,1
645000,1600,4400,3,2
610000,1500,3800,4,1
623000,2080,2760,5,1.75
370000,800,,2,1
350000,1440,,3,1
501900,1740,4398,3,2
810000,2480,4200,5,2.75
515000,1600,2336,4,2.25
667000,1740,4300,3,1.75
469900,1580,3200,4,1.5
570000,2860,3500,5,2.75
690000,2880,4280,8,2.5
549950,2310,4845,8,3
575000,2040,3600,2,1
605000,2320,3325,5,2
495000,2160,4000,2,1.5
675000,2580,4000,5,2
520000,1550,3600,3,1
550000,2120,2800,2,1
300000,1640,,4,1
485000,1660,3120,2,1
675000,1760,4500,3,1.5
580500,1630,3710,3,1.75
633333,1370,4059,3,2.25
795000,2020,5000,3,1.75
1295000,3388,4198,4,3
,2460,5000,3,1.75
630000,2080,3700,3,1.75
895000,2820,5000,5,2.75
1395000,3000,5063,4,3.5
700000,2350,4320,4,2
800000,2070,,3,2
875000,2580,3234,5,2.75
576000,1700,3600,3,1.5
700000,2060,4500,3,2.25
354950,1320,3300,3,2
615000,1790,,3,1
1001000,2400,3248,4,2.5
575000,2150,5000,3,1
601000,1940,4000,2,1.75
860000,2340,9031,3,1
558000,2030,4200,3,1
714000,2180,4092,4,1.75
590000,2010,4160,3,1.75
1310000,940,,3,1
655000,1970,3600,3,1.75
350000,490,2500,1,1
845500,2227,4480,3,1.75
626000,2240,3200,4,2.75
725000,1955,4000,3,1
621000,1400,3753,3,1
1325000,3928,4750,5,3.5
150000,4170,4200,5,3
1395000,3400,4000,5,3.5
739000,1330,5025,3,1
760000,1790,3706,3,2
765000,2720,4000,3,2
1025000,2860,,5,3
675000,1340,6400,3,1.75
610000,2460,4280,4,1.75
815000,2090,3959,4,2.75
580000,1590,3156,3,1
1300000,2952,3975,3,3.25
765000,1800,4000,3,1.75
726100,1910,4576,3,1.75
750000,1700,5393,3,2.25
800000,1120,,3,1
803000,1970,4000,3,1.75
550000,1190,,3,1
1400000,3590,3520,5,3.5
576000,1100,3520,2,1
505000,1220,3900,4,1
,1670,5000,2,1
710000,1900,5500,4,1.75
1350000,3520,4000,5,3.25
880000,1900,4000,3,2.75
608000,1460,6400,3,1
1338000,3067,3560,4,2.5
475000,900,,2,1.5
659000,1770,6960,4,1
790000,2580,3706,4,2
1380000,920,,2,1
590000,2010,,4,1
854000,2260,6700,4,2.5
782535,1740,6000,2,2.25
905000,2758,3760,4,3
1050000,3220,7680,5,2.75
970000,2249,4200,4,2.5
850000,1440,,3,1
650000,1440,4815,2,1.75
649000,1900,4000,3,1.75
590000,1810,3320,3,1.75
1425000,3463,4500,4,3
1060000,3790,5187,5,3.75
435000,920,2123,2,0.75
888000,2660,4000,4,2
1555000,3659,4794,4,3.25
425000,1020,,2,1
630000,1580,5100,2,1.5
550000,1710,,4,1
710000,1540,4000,3,2
930000,3072,5000,3,2.5
1006000,2726,7800,2,2.5
1030000,3240,5000,5,3.5
850000,2770,6861,4,2
688000,2160,6120,3,1.75
695000,2680,5712,4,2.25
905000,2350,8220,3,2
1230000,3041,4320,4,2.5
549300,1260,,3,1
699000,2160,6000,4,2.5
540000,1500,5940,3,1.5
495000,1640,6000,2,1
,2010,6120,3,1.75
815000,2540,7616,4,3
985000,2363,5000,3,2.5
671700,1060,7695,2,1
1206000,3320,5000,4,2.5
637500,1580,5439,3,1
495000,1240,3600,3,1
855800,3090,8061,4,2.75
579950,1330,,5,1
475000,2410,5460,5,1.75
830000,2260,5600,4,2.5
808000,1920,,3,1
1150000,2840,5000,5,3.5
1109000,3490,9000,6,3.25
415000,1040,6000,3,1
928000,3180,6099,4,2.25
1100000,2986,5200,3,3.5
606000,940,,2,1
722000,1640,4620,3,2
1235000,3225,4320,4,3.25
425000,2000,6000,3,2.25
860000,2613,5974,4,2.75
850000,2670,6000,4,2.75
1005000,2680,4952,4,2.5
752500,1690,6120,3,1
555000,2480,6059,4,1.75
800000,2080,6405,3,2.5
1181000,3230,5600,4,2
986000,3910,6380,4,3.5
622000,1180,6000,3,1
888125,3400,8040,3,2.75
,1720,7252,4,1.75
935000,2232,6120,3,2.75
1379000,3860,5460,4,3.25
415000,890,5880,3,1
450000,890,,2,1
555000,1710,6425,4,2
1000000,3140,7980,3,2.25
650000,2000,6300,2,1
940000,3150,5000,4,2.75
463700,930,6120,2,1
929000,2930,5314,4,3.25
595000,1230,5100,3,1
788000,1800,,4,1.75
911400,2910,7215,4,2.5
400000,850,,2,1
450000,860,6000,2,1
1180000,4320,6900,5,3
832928,1950,6829,3,1.75
580000,2240,6120,4,1.75
704000,1483,6000,3,1
440000,1060,,2,1
550000,870,4800,2,1
682000,2210,5500,3,3
870000,2620,6900,4,3
825000,2240,6237,4,2
750000,2940,7431,6,2.5
570000,1540,7200,3,1.75
1120000,2500,5664,5,3.5
560000,2290,7293,3,1.75
,3500,12694,3,3
525000,2440,8600,4,2.5
490000,2120,7200,3,1.75
1050000,3050,26006,5,2.5
1095000,1580,6584,3,1.5
893000,2450,7200,4,2
1445000,2991,8647,3,1.75
573000,2200,11175,3,2
715000,2930,10030,4,3.5
639500,870,7260,2,1
505000,1450,7200,2,1
700000,2360,6608,3,2
939950,2897,7200,5,2.75
1800000,4300,7620,3,3.5
450000,1460,4157,0,
1075000,4160,23027,5,4
1455000,4000,10268,5,2.75
735000,3100,11353,5,2.5
313500,2596,7200,4,2.75
666000,3000,7230,4,1.75
790000,2890,10025,4,2.5
660000,1510,13737,2,1.75
1100000,1400,,2,1
1450000,2640,6270,3,2.75
400000,2040,12000,3,2
560000,1630,9142,3,0.75
1295000,2530,51448,4,3
1002717,3380,27838,4,3
525000,2570,8400,4,2.75
,2080,7200,4,2.75
739000,2830,8190,3,2
566000,2890,23807,4,2.25
566000,2890,23807,4,2.25
1950000,3300,13006,5,3.5
410000,780,6000,2,1
1140000,3638,5335,4,2.5
350000,820,,2,1
660000,2536,7200,4,2.75
970000,3700,11469,4,2.5
800000,2740,12474,4,2
1425000,3310,20807,3,2.5
649950,1900,14739,3,1.75
650000,2330,11900,4,1.75
915000,4420,12000,5,2.75
625500,2980,10632,4,2.5
1847500,3610,9386,3,2.25
1250000,5540,25338,5,3.5
1160000,3540,7470,4,3.5
1032500,3260,15313,4,3.25
1255000,4481,23568,4,2.75
580200,1390,9100,2,1
825000,2530,5113,4,2.5
550000,2930,12129,3,2.25
757777,1330,,2,1
950000,2540,4895,5,2.75
2100000,4260,11768,5,4
500000,1480,,2,1
750000,2160,6398,4,2.5
650000,2620,5900,3,2.75
1595000,3400,6000,4,3.5
675000,1200,6250,3,1
755500,2030,6067,3,1.75
1175000,4720,5800,4,4.75
649950,1620,4729,3,1.75
1095000,3010,6161,4,3.25
360000,2770,6960,3,2.75
712500,1990,6960,2,1.25
1100100,3520,,6,2.75
1210000,3346,5817,4,3
1425000,4102,8504,5,3.5
665000,1420,,2,1
729500,3870,5330,5,3.25
1100000,2640,5580,4,2.25
1000000,2020,,3,1.75
925000,2830,5712,3,2.25
1100000,2380,7380,4,2
950000,2230,8793,3,2
1125000,2730,6566,4,1.75
174000,1810,6868,4,1.75
,,6468,4,1.75
986000,2720,5723,4,2.75
1180000,5020,12600,5,5
1250000,3230,9200,3,2.75
1200000,3000,6450,4,2.5
1195000,2120,,3,1.5
1185500,2780,5626,4,2.5
,1250,5700,2,2
625000,1740,5340,3,2.5
1000000,3180,6250,4,2
1250000,4880,12576,6,4.75
1350000,2800,8680,4,1.5
620000,1700,6014,4,2
1300000,3990,8446,5,3.25
750000,2160,,4,1.5
457000,4380,8364,4,3.25
260000,3767,5025,4,3.5
260000,3767,5025,4,3.5
1070000,2740,5000,4,2.5
435000,1340,,3,1
485000,2310,4100,3,1
627000,810,3680,2,1
1200000,2500,,5,2.5
1250000,1280,,2,1
600000,960,2250,3,1
600000,1080,2750,3,1
725000,1913,1948,3,2.25
589950,1454,,3,2.5
650000,1120,,2,1
675000,1030,,3,1
710000,980,,2,1
607000,2040,,5,1
250000,1340,,2,2
582000,1375,4000,3,3.5
429000,1210,5000,2,1
382800,990,,3,1
513000,1710,5000,3,1.75
521000,1890,2753,3,2
583500,1530,3900,3,2
405000,860,,2,1
465000,730,,2,1
675000,1150,,3,1
610000,2860,5000,4,1.75
650000,1540,,3,1
551000,1570,,3,1
677500,2213,3367,3,2.5
503000,1400,2500,3,2
590000,1526,1249,3,2.5
476500,1320,5000,2,1
635000,1498,5000,3,1.75
825000,1180,,2,1
516000,2150,5000,3,1
630000,1770,2500,3,2.5
490000,2126,5000,4,1
630000,1620,,4,1
650000,1970,5000,3,1.75
635000,1340,,3,1.75
525000,1880,,4,1
617000,1880,3750,4,1.75
562100,1440,3700,2,0.75
425000,1080,2500,1,0.75
380000,1120,,3,1
535000,1520,3737,3,2
577000,1940,5000,5,2.75
578000,1410,,4,1
888000,1860,5000,4,2.25
475000,910,,1,1
896000,2533,5500,3,2.75
415500,2050,3920,4,1.75
925000,3176,5000,5,3
605000,1760,2114,3,3
395000,1740,3121,2,1
435000,1480,5000,2,1
765000,860,5000,2,1
840000,2639,3750,5,2.75
